C_R_midpoint,E_int16,E_int32,E_int8,E_local,I16_I8_relative,I32_I16_relative,checkpoint,stratum,unit_id
0.059230816101570334,7.18131005733018e-06,7.185053268338956e-06,7.01902437132373e-06,0.1860755456482743,6.268464236997522e-07,7.512598758150291e-08,291404,S1,W29U_4542EF183B2513200195497A
0.029008656183312564,7.502052800297416e-06,7.50714513460861e-06,7.514130336058005e-06,0.05296486650077086,1.0038866084762425e-07,6.82569231352269e-08,291404,S1,W29U_1286685795C121BE6FFD658C
0.04696212157090987,4.289604261307383e-06,4.287291753353583e-06,4.256219539104913e-06,0.11465903294944844,2.248402187023117e-07,4.463932797207882e-08,291404,S1,W29U_1EDF61048BA683FEF104C62A
0.05335908640750781,7.827854743937375e-06,7.846737544653266e-06,7.874774566700289e-06,0.2025645581722233,7.663556775664734e-07,7.743608771348783e-08,291404,S1,W29U_D215F181D8F005BABBB41D37
0.14491561357067181,9.152762104984203e-07,5.86403717004375e-07,1.3407995801924979e-05,0.5121743876753435,1.2689806239135067e-05,7.343916173319598e-07,291404,S1,W29U_339AD37DFA36D01C73FDFF3C
0.02217096406404507,7.782838323805012e-06,7.77548972210246e-06,7.782303591401267e-06,0.04497226786699374,8.643099139085825e-08,6.284218223194568e-08,291404,S1,W29U_6E065B84AB4956262BB4BD6F
0.10092847812639608,1.6794286008176533e-06,1.6009621233780403e-06,5.17417978109054e-06,0.24643264379649985,4.366902183696086e-06,2.850480340007503e-07,291404,S1,W29U_927D329B3C584BE046A0AFEA
0.1036491706094107,1.8727845293317118e-06,1.921586222127847e-06,4.521841070363568e-06,0.2538483905081231,4.28236923691722e-06,2.756825607676784e-07,291404,S1,W29U_B497E36FB07F5FA1D12D6681
0.15331312580345927,8.662628784253906e-07,6.951968149263427e-07,1.1303394856587084e-05,0.5218527646131256,1.0752184635910258e-05,6.579368528022387e-07,291404,S1,W29U_C262155F67E1F514B8FA68C7
0.026193387433055132,6.723889402546285e-06,6.724832132052167e-06,6.7419963060870326e-06,0.06110623538092572,1.1076229736363736e-07,5.098531128285943e-08,291404,S1,W29U_C9C26419E0818E40CBA4D6F3
0.20299179245805243,2.5045332134129146e-06,2.3446483103608022e-06,1.0405137743607301e-05,0.25003061018393136,9.152169946631193e-06,6.102268739735145e-07,291404,S1,W29U_C37CB46A6C677AD0D2838FA4
0.05509853256818129,6.554677929385523e-06,6.550410633811869e-06,6.533792679004605e-06,0.08344269073069199,6.9881741817995e-08,4.113764362291731e-08,291404,S1,W29U_03C728A071DA819C6F3B21E4
0.15596768585853601,9.54749438556951e-07,6.132929759368556e-07,9.340482019733032e-06,0.5126117553711454,8.557151915996892e-06,5.365957639106533e-07,291404,S1,W29U_C93146E96852E40F0233C116
0.07853204827572323,1.0326084799813768e-05,1.0329727411135504e-05,1.0203628215956203e-05,0.2625525425849897,1.3768495098069113e-06,9.982643202456794e-08,291404,S1,W29U_3F4110C5508739D0A0562757
0.03875928081963875,1.1763108110977335e-05,1.175673581431041e-05,1.1764671851199884e-05,0.06578923873311272,1.1917630542065062e-07,8.582943307348912e-08,291404,S1,W29U_5225D08BCA1DB372E74B864E
0.028145883630424164,5.259605480614929e-06,5.254685410915087e-06,5.2455827393026775e-06,0.055798804844672596,7.842014541039073e-08,4.498466604553138e-08,291404,S1,W29U_3B1DE5598F0CCCE7F61AFBE1
0.214597801695684,3.2829961313828256e-06,3.3092131851918783e-06,4.073231373906566e-06,0.26465200232855024,2.672888260330065e-06,2.488178957263804e-07,291404,S1,W29U_E8621BBB9863314435A966E1
0.04407690511214679,5.683506034906872e-06,5.678123596555865e-06,5.719750832138528e-06,0.07476382201199173,1.0182635615070798e-07,4.2127783413639645e-08,291404,S1,W29U_0BDB0E4B75075FE966B69FDA
